actors,director,genre,imdb_rating,just_rating,opening_date,posterLink,runtime,synopsis,title_kor
"TimAllen,ElizabethMitchell,EricLloyd,JudgeReinhold,WendyCrewson,SpencerBreslin,LilianaMumy,MartinShort,Ann-Margret,AlanArkin,AbigailBreslin,ArtLaFleur,AishaTyler,KevinPollak,JayThomas,MichaelDorn,PeterBoyle,SammiHanratty,RidgeCanipe,KateEmerick,MadelineCarroll,CharlieStewart,AlecPlotkin,ChantelValdivieso,ZachMills,EricPlotkin,TomHornof,JohnRossBowie,TimDougherty,DarianBryant,CameronMonaghan,RyanHeinke,ElizabethSmall,AndrewVo,TonyBustamante,BrittanyBhagia,EmilyBlair,AlanaBrady,JordanFelix,KristenFukuto,EsheImaniGibbs,AlexisHouse-Gonsalves,AlexandriaKessinger,CaitlinMoravek,KindraReyling,BrittneyRippeon,CourtneySoren,AndreaSweeney-Blanco,OliviaEveEverhard,SamanthaAshleyFeld,AndrewJohnFerguson,ArikaGluck,ZacharyGray,TabithaGrayston,ChristopherHaskell,JulioLeal,TaylorMasamitsu,GrantMeasures,DeborahOuellette,LillyPetruzzi,EnnReitel,CameronScher,ArianaSerrano,KaraR.Stribling,AdamThompson,ChaseWilmot",MichaelLembeck,"코미디,가족,판타지",4.8,59%,2006,https://images.justwatch.com/poster/160287305/s592,1시간38분,"산타클로스는 만삭이 된 부인 캐롤을 기쁘게 해주기 위해서 북극 마을이 노출될 수 있다는 위험에도 불구하고, 장인과 장모를 비롯한 전부인 로라의 가족들을 크리스마스 파티에 초대한다. 한편 사악한 잭 프로스트는 산타클로스 대신에 자신이 크리스마스의 대표인물이 되기 위해서 273회에 걸쳐서 산타클로스의 명절인 크리스마스를 빼앗으려고 한 혐의로 ‘동화 주인공 위원회’에 회부된다. 이 자리에서 잭 프로스트는 처벌 대신 산타클로스의 장난감 공장에서 사회 봉사를 할 수 있도록 해달라고 스캇에게 부탁하는데...",산타 클로스 3
"DaveighChase,ChrisSanders,TiaCarrere,ZoeCaldwell,KevinMcDonald,KevinMichaelRichardson,RobPaulsen,JeffBennett,DavidOgdenStiers,TaraStrong,DebraRogers,VingRhames,LilianaMumy,FrankWelker,NancyCartwright,BobcatGoldthwait,DougStone,TressMacNeille,JimCummings","TonyCraig,RobertsGannaway",애니메이션,73%,73%,2006,https://images.justwatch.com/poster/250338133/s592,1시간13분,"릴로, 스티치, 점바, 플레이클리는 마침내 점바의 모든 유전자 실험을 잡았고 각각이 속해 있는 진짜 장소를 찾아냈다. 스티치, 점바, 플레이클리는 은하 동맹의 자리를 제안받고, 릴로와 함께 지구에 머물 수 있도록 거절한다. 하지만 릴로는 그녀의 외계인 친구들이 그들이 있어야 할 곳을 가지고 있다는 것을 깨닫고 마침내 ""알로하""라고 말할 때가 되었다.",리로이 & 스티치
,,,,,,,,,
"PatrickStewart,AndreaBowen,KeithFerguson,EmmaRoseLima,ArielWinter,CarolynHennesy,CreeSummer,AlexanderGould,BrendonBaerg,NickyJones,AnthonyGhannam,MakennaCowgill,BrianPimental",BrianPimental,드라마,73%,73%,2006,https://images.justwatch.com/poster/72129940/s592,1시간12분,"전편에서 사냥꾼들에게 엄마를 잃은 아기 사슴 밤비는 자신의 아버지인 숲속을 다스리는 큰사슴과 함께 새로운 생활을 시작하게 된다. 그러나 큰사슴은 숲속을 다스리는 일을 하는 것만으로도 벅찬데 밤비까지 돌본다는 것은 무리라며 올빼미에게 밤비를 키워줄 암사슴을 찾아 달라고 부탁한다. 밤비는 아버지와 함께 생활하게 되자 자신도 아버지처럼 모든 이들에게 존경을 받을 수 있는 사슴으로 거듭나고자 노력한다. 그리고 제일 먼저 아버지에게 인정을 받기 위해서 자신의 용기를 보여 주려고 노력하지만, 오히려 번번히 실수하는 모습들만 아버지에게 보여주게 된다. 밤비의 둘도 없는 친구인 아기 토끼 덤퍼와 아기 스컹크 플라워는 고민하는 밤비를 위로하며, 우선 숲속의 심술쟁이 고슴도치를 혼내주는 용감한 모습을 아버지에게 보여 주자며 머리를 맞대고 계획을 세우는데….",밤비 2
"AlisonLohman,TimMcGraw,MariaBello,RyanKwanten,DannyPino,DallasRoberts,KayleeDeFer,ArmieHammer",MichaelMayer,"드라마,가족",6.1,72%,2006,https://images.justwatch.com/poster/97658991/s592,1시간40분,"16살 소녀 케이티 맥롤린(앨리슨 로먼 분)은 기숙 학교를 그만둔 뒤 와이오밍의 가족 목장으로 돌아온다. 하지만 그 사실을 부모인 롭(팀 맥그로 분)과 넬(마리아 벨로 분)에게 차마 알리지 못한다. 케이티가 목장을 떠나 다른 삶을 살기를 희망하는 부모님은 그녀를 대학에 보내기 위해 너무 많은 희생을 해왔다. 더구나 목장의 수입도 나빠지는 상황에서 충격적인 소식을 전할 수가 없는 것이다. 케이티는 답답한 마음을 달래려고 가족 목장에서 멀리 떨어진 곳까지 말을 타고 달린다. 그때 갑자기 사나운 쿠거가 위협하려는 순간, 한 마리 야생마가 나타나 그녀를 구해준다. 이를 계기로 케이티는 야생마에게 ‘플리카’라는 이름을 지어주고 경주마로 키우기 위해 아버지 몰래 훈련을 시킨다. 하지만 얼마 지나지 않아 아버지는 케이티의 중퇴 사실과 플리카에 대해 모두 알게 되고, 목장에 남아서 말을 키우려는 그녀의 결정에 분노한다. 사사건건 아버지와 충돌하는 가운데, 케이티는 여러모로 자신과 닮은 점이 많은 플리카에게 더욱 친밀감을 느끼게 되고, 말과 교감을 나누기 위해 최선을 다한다. 하지만 케이티가 대학교에 진학해서 자신과는 다른 삶을 살기를 희망하는 아버지 롭(팀 맥그로 분)은 그녀의 결정을 달가워하지 않는다. 그런 와중에 길들여지지 않는 플리카로 인해 케이티가 말에서 떨어지는 사고가 발생한다. 플리카가 못마땅했던 롭은 기회를 놓치지 않고 말을 팔아버린다. 플리카를 잊지 못한 채 무기력한 나날을 보내던 케이티는 우연히 플리카의 소식을 듣고는, 그녀를 다시 찾아올 계획을 세우는데...",내 사랑 플리카
"KieferSutherland,JimBelushi,EddieIzzard,JaneaneGarofalo,WilliamShatner,RichardKind,GregCipes,ColinHay,MilesMarsico,JackDeSena,DonCherry,ChristianArgueta,DavidCowgill,LennyVenito,JosephSiravo,ColinCunningham,PatrickWarburton,JonathanKimmel,EddieGossling,MissCocoPeru,JasonHarris,KevinMichaelRichardson,BobBergen,DebiDerryberry,TerriDouglas,JessHarnell,DannyMann,FredTatasciore,LaraineNewman,KariWahlgren,Steve'Spaz'Williams,HannahWilliams,AudreyWasilewski,PeterPamelaRose,PaulPape,NolanNorth,MonaMarshall,DannyMann,CarolynLawrence,JoshKeaton,DanielKaz,JohnKassir,EmilyJohnson,BridgetHoffman,NicholasGuest,EddieFrierson,PatFraley,JeannieElias,TerriDouglas,DebiDerryberry,JasonConnery,BobBergen,GregBerg,KeithAnthony,BobJoles,ChrisEdgerly,JulianneBuescher,NikaFutterman,DominicScottKay",Steve'Spaz'Williams,"애니메이션,가족,코미디",5.2,62%,2006,https://images.justwatch.com/poster/185490708/s592,1시간35분,"포효소리는 라이언킹~ 그런데 개한테 쫓기는 라이언킹 봤수? ‘묻지마 과거’의 사자 ‘샘슨’.  뉴요커답게 팝콘봉지 하나도 패션아이템으로 활용하는 센스~ 폼생폼사 코알라 ‘나이젤’.  오를 수 없는 기린은 쳐다보지도 말아라~ 동물원 최고 퀸카! 쭉쭉빵빵 기린 ‘브리짓’.  키는 숫자에 불과하다~ 열 번 찍어 안 넘어가는 기린은 없다! 통 큰 작업 다람쥐 ‘베니’.  아무 생각 없어도 쓸 데는 제법 많은 다용도 아나콘다 ‘래리’  샘슨의 아들이 벌인 대책 없는 가출은 희대의 납치극으로 비화되고  샘슨과 동물원 정예부대(?)는 그를 구하기 위한 일생일대의 모험을 감행한다.  이 대목에서 잠깐! 어디서 본 듯 하다고요?  천만에, 뉴욕에 동물 나온다고 영화마다 같을까~  사자를 우습게 아는 뉴욕 뒷골목의 개념 없는 강아지들과 잡아 먹히고 싶어 자기 육질을 광고하는 인생포기 너구리, 먹이사슬의 쿠데타를 꿈꾸는 혁명적 초식동물 영양떼까지!  털끝부터 다른 디즈니의 순도 100% 오리지널 야생코미디!",와일드
"PaulWalker,BruceGreenwood,MoonBloodgood,JasonBiggs,GerardPlunkett,WendyCrewson,DuncanFraser,DexterBell,AugustSchellenberg,BelindaMetz,ConnorChristopherLevins,DanZiskie,MichaelDavidSimms,DanielBacon,LaaraSadiq,MalcolmStewart,GarryChalk,BrendaCampbell,MichaelAdamthwaite,BuddyCain,DamonJohnson,RichardSali,Panou",FrankMarshall,"드라마,가족",7.3,79%,2006,https://images.justwatch.com/poster/86503436/s592,2시간0분,"미국인 지질학자 데이비스는 운석을 찾기 위해 남극의 탐사대원 제리 쉐퍼드(폴워커분), 그리고 8마리의 썰매개들과 남극탐사에 나선다. 잘 숙련된 8마리의 썰매개들 덕분에 가까스로 죽을 고비를 넘긴 데이비스와 제리는 썰매개들을 남겨두고 다른 탐사대원들과 부상치료를 위해 남극을 떠나게 된다. 꼭.. 반드시 다시 데리러 오겠다는 약속을 남긴채…..  생존이 불가능한 땅, 남극에 버려진 8마리의 썰매개들은 제리의 약속을 기다리며 추위와 배고픔, 악천후 속에서…. 그렇게 175일이 지난다. 한편, 그들을 버려두고 떠날 수 밖에 없었던 제리는 자신의 일부였던 썰매개들에게 돌아가기 위해 최선을 다하는데….",에이트 빌로우
"JoshLucas,DerekLuke,JonVoight,AustinNichols,EvanJones,MehcadBrooks,DamaineRadcliff,AlphonsoMcAuley,EmilyDeschanel,RedWest,AlShearer,KipWeeks,WilburFitzgerald,AndyStahl,BrettRice,MitchEakins,SamJones,WallaceMerck,PatHazell,WayneFerrara,TatyanaAli",JamesGartner,"드라마,스포츠",7.2,80%,2006,https://images.justwatch.com/poster/43412215/s592,1시간57분,"미국에서 흑인에 대한 인종차별이 만연하던 1960년대 미국 남부 텍사스주 만년 농구 하위 팀인 텍사스 웨스턴 대학의 농구팀 마이너스에 던 해스킨스 감독이 부임한다. 그는 부임하자마자 마이너스 팀을 대학 최강팀으로 만들기 위해서 뛰어난 기량을 갖춘 선수들을 스카우트하려고 한다. 그러나 우수한 선수들은 별볼일 없는 텍사스의 작은 대학에 오길 꺼려하고, 던 감독은 뛰어난 기량을 갖춘 흑인들을 발굴해서 스카웃을 제안한다. 당시 사회 분위기로 봐서는 감히 상상할 수 없는 일이었지만 젊고 패기에 가득찬 던 감독은 학교측을 설득해서 흑인 선수를 스카우트하는데 성공한다. 그러나 산 넘어 산이라고, 던 감독은 이들을 스카우트한 뒤에도 기존 멤버인 백인 선수들과 흑인 선수들을 하나로 융합시키는 것에서부터 화려한 개인기에 익숙한 흑인 선수들에게 착실한 기본기로 연습 시키는 것까지 무엇 하나 결코 만만한 것이 없다는 것을 깨닫게 된다. 그러나 던 해스킨스 감독의 탁월한 지도력과 선수들의 피나는 노력으로 하나가 된 이들은 마침내 1966년 미국대학농구 토너먼트에 진출해서 당시 대학 농구의 명문 팀이었던 켄터기 대학과 결승전에서 맞붙게 되는데...",글로리 로드
"BreckinMeyer,JenniferLoveHewitt,BillyConnolly,BillMurray,IanAbercrombie,RogerRees,LucyDavis,LenaCardwell,VeronicaAlicino,JaneCarr,OliverMuirhead,J.B.Blanc,VerneeWatson-Johnson,RussellMilton,BenFalcone,BryceLenon,JudiShekoni,MelanieTolbert,DavidKallaway,BrianManis,RoscoeLeeBrowne,GregEllis,BobHoskins,SharonOsbourne,TimCurry,JoePasquale,JaneLeeves,JaneHorrocks,RichardE.Grant,VinnieJones,RhysIfans,JimPiddock,KennethDanziger,NeilDickson,RobinAtkinDownes,JohnnyGidcomb,JeanGilpin,AndyKreiss,PeterLavin,SusanLeslie,HopeLevy,PaulaJ.Newman,JustinShenkarow,MarkSussman,DizWhite,LarissaAnes,MarieDelMarco,EdPearce,TriciaRockman,PennySmith,JoeTowne,MartinTyler",TimHill,"코미디,가족,판타지,애니메이션",5.0,60%,2006,https://images.justwatch.com/poster/184779374/s592,1시간14분,"영특한 생존 본능 가필드 vs 곱게 자란 귀족 본능 프린스  왕자와 거지보다 심하게 뒤바뀐 운명?!  세상에서 가장 게을렀던 고양이 가필드에게 ‘게으름 경계주의보’가 발령됐다. 다름 아닌 동거인(?) 존 (브레킨 마이어)이 드디어 여자친구(제니퍼 러브 휴이트) 리즈에게 프로포즈를 하게 된 것! 질투의 화신인 가필드는 행여나 존의 사랑을 잃을까 노심초사하는데 타는 속도 몰라주고 존은 비즈니스 차 영국에 가 있는 여친에게 프로포즈하러 영국으로 떠나려 한다.  발 빠르게 존의 여행가방에 숨어들어 간 가필드, 팔자에 없는 영국 유람도 감지덕지인데 더 놀라운 행운이 찾아온다. 우연히 자신과 똑 같이 생긴 왕자(프린스)와 운명이 뒤바뀌게 된 것! 이제 더욱 럭셔리하게 게을러지고 당당하게 교만을 떨게 된 가필드...  과연 끝까지 진실을 숨긴 채 로열 캣 가문의 위대한 후계자로 살아갈 수 있을까…",가필드 2
"JohnCena,KellyCarlson,RobertPatrick,AbigailBianca,AnthonyRayParker,ManuBennett,FirassDirani,JeromeEhlers,ChristopherMorris,JeffChase,AlanB.McElroy",JohnBonito,"액션,코미디,드라마,스릴러",4.7,61%,2006,https://images.justwatch.com/poster/242935958/s592,1시간32분,"이라크전에서 돌아온 해병대 영웅 존 트라이튼은 아내와 함께 주요소에 들렸던 중, 뜻하지 않게 잔혹한 악당 롬이 이끄는 일련의 갱단들에게 아내가 납치당하는 사건이 발생한다. 이제 아내 구출을 위한 존의 목숨을 건 액션이 시작되는데...",마린
,,,,,,,,,
"MarkWahlberg,GregKinnear,ElizabethBanks,KevinConway,MichaelRispoli,MorganTurner,DovDavidoff,KirkAcevedo,MichaelKelly,SalDarigo,NicoyeBanks,TurronKofiAlleyne,CosmoDeMatteo,StinkFisher,MichaelMulheren,MichaelNouri,JackKehler,LolaGlaudini,PaigeTurco,LynnCohen",EricsonCore,"드라마,스포츠",7.1,77%,2006,https://images.justwatch.com/poster/181559286/s592,1시간45분,프로미식축구팀 필라델피아 이글스의 신임 감독 딕 버밀은 슬럼프에 빠진 팀에 새로운 활기를 불어 넣기 위해서 일반인들을 대상으로 선수 공개선발 테스트를 실시한다. 이 같은 깜짝 발표에 수많은 미식축구 팬들이 공개선발 테스트에 구름 같이 몰려들지만 결국 테스트 통과자는 단 한 명. 그가 바로 당시 30살의 빈스 퍼팔리이다. 그러나 빈스의 미식축구 선수로서의 경력은 고등학교 시절 1년이 전부였다고 한다. 그럼에도 불구하고 그는 자신의 꿈을 이루기 위해서 이글스 트레이닝 캠프에 합류해서 프로 선수들과 함께 본격적인 훈련에 참가하는데...,인빈서블
"RayRomano,JohnLeguizamo,DenisLeary,QueenLatifah,SeannWilliamScott,JoshPeck,JayLeno,WillArnett,ChrisWedge,PeterAckerman,CaitlinRoseAnderson,ConnorAnderson,JosephBologna,JackCrocicchia,PeterDeSeve,ArielWinter,CleaLewis,StephenRoot,NicoleDeFelice,DebiDerryberry,MarshallEfron,TomFahn,JasonFricchione,JamesEdmundGodwin,GeorgeJacobs,BrianScottMcFadden,JansenPanettiere,GregoryRomano,MattRomano,CarlosSaldanha,ManoelaScarpaSaldanha,SofiaScarpaSaldanha,ReynaShaskan,JamesSie,CindySlattery,MindySterling,AlexSullivan,RenéeTaylor,AlanTudyk,ClaudiaBesso,MadeleineMartin,SherryLynn,MickieMcGowan,EmilyAnderson,JackAngel,ShaneBaumel,BobBergen,KyleJ.Bogert,RodgerBumpass,PaulButcher,BlancaCamacho,JohnCygan,JenniferDarling,OliviaDeLaurentis,HarrisonFahn,BillFarmer,CrispinFreeman,DavidH.Kramer,DannyMann,LauraMarano,MattMcCarthy,LaraineNewman,JanRabson,ZackShada,ThomasSharkey,RossSimanteris,SpencerLaceyGanus,JessHarnell",CarlosSaldanha,"코미디,가족,판타지,애니메이션",6.8,76%,2006,https://images.justwatch.com/poster/185487495/s592,1시간31분,"전세계가 기다려온 2006년 최고의 애니메이션 대작!  더욱 강력해진 웃음과 스케일로 돌아왔다!  평화롭던 빙하기에 닥친 절대절명 위기! “웁쓰~ 이번엔 해빙기다!”  평화롭던 빙하기가 지구 온난화 현상으로 해빙기에 접어든다. 동물들의 유아 캠프를 운영하는 맘모스 매니와 나무늘보 시드, 호랑이 디에고 일행은 왕뻥토니로부터 곧 대홍수가 올 것이라는 경고를 듣지만 모두들 “뻥치시네~”를 외치며 토니의 말을 믿지 않는다. 그러던 중 진짜 빙하가 녹는 현장을 직접 눈으로 목격한 매니, 시드, 디에고는 다급하게 동료들을 모아 안전한 고지대를 찾아 대규모 이주를 시작한다.  하지만 매니에겐 대홍수의 위기보다 더 큰 위기가 닥친다. 바로 자신을 제외한 모든 맘모스가 멸종되어 버렸다는 기절초풍할 소식을 듣게 되는 것이다.  위기 속에서 피어나는 작업 로맨스! “종족보존을 위해 우리…연애나 할까?”  더 이상 가족을 만들 수 없다는 절망에 빠진 매니. 그러나 그의 눈앞에 맘모스 엘리가 나타난다. 나는 남자~ 너는 여자~! 이제 종족의 번영은 우리 하기 나름~~!!! 이라는 기쁨도 잠시, 매니와 시드, 디에고는 곧 혼란에 빠져버린다. 섹시하고 풍성한 엉덩이를 가진 맘모스 엘리는 자신이 주머니쥐라고 믿고 있는 것이다. 그것도 진짜 주머니쥐 악동 형제 크래쉬와 에디의 여동생으로서. 어이~ 아가씨, 농담이 지나쳐!  그러나 매니는 멸종위기의 맘모스를 구해야 한다는 사명감(그 외의 이유는 묻지 말아주세요)과 이를 부추기는 시드, 디에고의 응원에 힘입어 엘리에게 작업을 걸어보지만 오히려 엘리의 반감만 사게 되는데…",아이스 에이지 2
"HughJackman,HalleBerry,IanMcKellen,PatrickStewart,FamkeJanssen,KelseyGrammer,AnnaPaquin,RebeccaRomijn,JamesMarsden,ShawnAshmore,ElliotPage,AaronStanford,VinnieJones,DanielCudmore,EricDane,BenFoster,MichaelMurphy,DaniaRamirez,ShohrehAghdashloo,JosefSommer,BillDuke,DesireeZurowski,AdrianHough,HaleyRamm,ChrisClaremont,StanLee,CaydenBoyd,TanyaNewbould,AnthonyHeald,CameronBright,ConnorWiddows,KeaWong,ShaunaKain,LukePohl,JulianRichings,LloydAdams,RichardYee,ViaSaleaumua,MeilingMelançon,OmahyraMota,ClaytonWatmough,KenLeung,JulianChristopher,BradKelly,MakenzieVega,Mi-JungLee,BenitaHa,RonJames,R.LeeErmey,LanceGibson,AaronPearl,ChelahHorsdal,JohnPyper-Ferguson,BrennaO'Brien,JustinCallan,AlexFerris,PeterKawasaki,RonBlecker,EmyAneke,DavidSmith,OliviaWilliams,TonyStef'Ano",BrettRatner,"스릴러,액션,SF",6.7,70%,2006,https://images.justwatch.com/poster/184980553/s592,1시간44분,"돌연변이성 장관인 엑스맨 출신 비스트는, 제약 재벌 워렌 워딩턴 2세가 돌연변이 유전자를 영구히 제거하는 신약을 개발했으며 이를 빼내려던 매그니토의 오른팔 미스틱이 체포됐다는 보고를 받는다. 알칼리 호수에서 사라져 죽은 줄로만 알았던 진 그레이가 회생하여 돌아오고 자비에는 그녀의 숨겨진 이중자아 피닉스의 부활을 예감, 위험을 경고한다. 모든 상황을 인내해야 한다고 주장하는 엑스맨의 리더 자비에 교수와 적자생존의 법칙을 신봉하는 매그니토의 대립된 의견이 시험대에 오르고, 이는 세상의 모든 전쟁을 잠재울 최후의 전쟁으로 이어진다.",엑스맨: 최후의 전쟁
"JesseMetcalfe,BrittanySnow,Ashanti,SophiaBush,ArielleKebbel,PennBadgley,JennyMcCarthy-Wahlberg,Fatso-Fasano,PatriciaDrake,TaylorKitsch,AmberBorycki,MeghanOry,NicoleLaPlaca,NicoleFraissinet,SamanthaMcLeod,WoodyJeffreys,KevinMcNulty,AmandaCrew,StuartCowan,ChelanSimmons,SteveBacic,DeanWray,JohnnyCuthbert,AaronDudley,MarcMenard,DanPayne,MercedesdelaZerda,BrendanPenny,TaureanMills,EmilyTennant",BettyThomas,"코미디,로맨스",5.8,67%,2006,https://images.justwatch.com/poster/187767600/s592,1시간26분,"기자지망생 캐리, 치어리더 헤더, 동물보호를 위한 채식주의 활동을 하는 베스 등 세 사람은 학교 최고의 킹카이자 농구팀 주장인 존 터커가 자신들과 동시에 데이트를 해왔음 알게 된다. 그녀들은 배신감에 복수를 다짐하게 되고, 새로 전학온 귀여운 케이트를 이용해 존 터커에게 접근, 그를 유혹해 사랑에 빠지게 한 후 비참하게 차버리게 만드는 계획을 세우는데...",존 터커를 죽여라
"ZacEfron,VanessaHudgens,AshleyTisdale,LucasGrabeel,CorbinBleu,MoniqueColeman,BartJohnson,AlysonReed,ChrisWarren,OlesyaRulin,JoeyMiyashima,RyanTempleman,IreneSantiago,LeslieWing,JoyceCohen,AnneKathrynParma,CharlesKlapow,BradTobler,AllisonHolker,BrittStewart,MolleeGray,MichelleParker,ThayneJasperson,ShawnCarter,MalindaMoney,DutchWhitlock,RyneSanborn,SocorroHerrera,KayceeStroh,BrettYoder,SarahK.Aezer,AmandaGarrett,NickWhitaker,FalonGrace,SamiRoe,MelissaHildebrant,DavidHuff,CarletonBluford,RogerMalaga,ToddMichaelSchwartzman,Da'JonLang,TinaPituckul,RaquelGoodsell,KelliBaker,BayliBaker,JessieTan,BreannaPhillips,SkylerHolman,AndrewWinston,AftonDelgrosso,FalishaFehoko,EldonJohnson,JoshMurillo,DrewSeeley,TishaVaculin,JosephPaulBranca,JoeCappelletti,MatthewMilesCarter,KaraDupell,JasonFullmer,JoeJurisic,BrysonKuan,CamilleLynneMatthews,ChaseRamsey",KennyOrtega,"드라마,가족,음악,로맨스,코미디",5.5,68%,2006,https://images.justwatch.com/poster/137785160/s592,1시간38분,"농구부 주장이며 인기 만점의 꽃미남 트로이와 똑똑하지만 부끄러움이 많은 여학생 가브리엘라가 송년 파티에서 우연히 노래를 부르게 된다. 처음엔 친구들의 장난으로 시작했던 노래가 두 사람의 목소리가 절묘한 하모니를 이루자 둘을 한마음으로 노래를 부르게 된다. 그리고 둘은 서로의 전화번호만 교환하고 아쉬움을 간직한 채 헤어지게 된다.  그러던 중 가브리엘라가 트로이가 다니던 고등학교로 전학을 오면서 둘을 다시 학교에서 만나게 된다. 그리고 때마침 겨울 뮤지컬을 준비하던 다버스 선생님이 개최한 뮤지컬 오디션에서 둘은 다시 한번 노래를 부르게 되고, 2차 오디션을 준비하기에 이른다. 그러나 학교에 이들이 뮤지컬 주연 자리를 놓고 2차 오디션을 본다는 소문이 돌면서 트로이가 속한 농구부와 가브리엘라가 속한 과학클럽은 둘을 갈라 놓기 위해서 계획을 꾸미는데...",하이 스쿨 뮤지컬
"EmmaRoberts,JoJo,SaraPaxton,JakeMcDorman,ArielleKebbel,ClaudiaKarvan,BruceSpence,TamminSursok,RoyBilling,JuliaBlake,ShaunMicallef,LuluMcClatchy,DichenLachman,LincolnLewis,MatthewOkine,JoeyMassey,AliceHunter,RegisBroadway,RobbieParkin,AureaMorrisey,ElizabethDaily,OzzieDevrish,NatashaLeigh",ElizabethAllenRosenbaum,"판타지,애니메이션,코미디,가족,로맨스,드라마",5.4,66%,2006,https://images.justwatch.com/poster/242611817/s592,1시간44분,"플로리다에 사는 13살의 헤일리(조안나 조조 레베스크 분)와 클레어(엠마 로버츠 분)는 둘도 없이 친한 단짝 친구. 소녀들은 클레어의 조부모님이 운영하는 작은 비치 클럽에서 놀기도 하고, 카프리 클럽의 해상구조요원 레이몬드의 섹시한 모습을 지켜보면서 행복한 시간을 보낸다. 하지만 헤일리가 며칠 뒤에 해양생물학자 엄마와 함께 호주로 이사를 가야 할 상황. 이별을 앞둔 소녀들은 이사를 막게해달라고 장난 삼아 마법의 주문을 걸어본다.  밤새 거친 폭풍이 지나간 다음 날, 클레어는 폭풍에 떠밀려온 인어 아가씨 아쿠아마린(사라 팩스톤 분)을 발견한다. 아쿠아마린은 아버지가 정해 놓은 결혼을 피해 도망 나왔는데, 3일 안에 진정한 사랑을 찾는다면 결혼을 하지 않아도 좋다는 약속을 아버지로부터 받아 놓은 상황. 아쿠아마린은 소녀들이 자신을 도울 수 있으리라고 믿고, 헤일리와 클레어도 그녀가 마법을 통해 이사를 막을 수 있다고 생각한다. 이에 두 소녀들은 짝사랑의 대상이었던 레이몬드를 아쿠아마린에게 소개시켜 준 다음, 두 사람의 사랑이 이루어지도록 적극적으로 돕는다. 하지만 아쿠아마린에게 뜻밖의 사건이 터지는데…",아쿠아마린
"LievSchreiber,JuliaStiles,SeamusDavey-Fitzpatrick,DavidThewlis,PetePostlethwaite,MiaFarrow,PredragBjelac,CarloSabatini,AmyHuck,MichaelGambon,GiovanniLombardoRadice,HarveyStephens,TomasWooler,BabyZikova,BabyMorvas,BabyMuller,BabyLitera,AlessandraVanzi",JohnMoore,"공포,스릴러,로맨스,액션,판타지,SF,드라마",5.5,62%,2006,https://images.justwatch.com/poster/20372824/s592,1시간50분,"6월 6일 오전 6시, 로마의 한 병원. 미국의 젊은 외교관 로버트 쏜은 아이가 태어나자마자 죽었다는 소식을 듣고 병원으로 달려온다. 이미 두 번의 유산경험이 있는 사랑하는 아내 캐서린에게 유산사실을 말하지 못하고 괴로워하는 로버트. 그때 한 신부가 같은 시각 태어난 아기를 입양할 것을 제안한다. 그 아기의 엄마가 죽었다는 말과 함께.  로버트는 그 아기를 데려와 아내에게 친아들이라고 말한다. 그리고 ‘데미안’이라는 이름을 붙이고 부족함없는 사랑을 주며 키운다.  단란한 가정과 함께 로버트는 직업적으로도 승승장구한다. 미국을 대표하는 영국 대사로 발령받게 되는 것. 이제 쏜 가족은 영국 근교의 영지에 정착한다. 그러나, 모든 것이 완벽한 이 가정에 어둠의 기운이 감돌기 시작한다.
 그 첫번째는 데미안의 5번째 생일파티장에서 벌어진다. 데미안의 유모가 건물 옥상에 목매달아 자살하는 사건이 발생한 것. 이 사건 이후 로버트는 낯선 신부의 방문을 받고 끔찍한 말을 전해 듣는다. 데미안이 악마의 자식이라는 것. 로버트는 신부의 말을 무시하지만 자신 역시 무엇인가 잘못되었음을 감지한다.
 그즈음 데미안에게 새로운 유모 베이록 부인이 고용된다. 데미안에게 모든 것을 바쳐 헌신하는 그녀. 하지만 그녀의 등장 이후, 어둠의 징후는 더욱 또렷이 나타난다. 동물원에서의 기이한 현상들, 교회에서 보여준 데미안의 히스테리 등.
 그러나 이 모든 것은 시작에 불과했다…",오멘
"JohnnyDepp,OrlandoBloom,KeiraKnightley,StellanSkarsgård,BillNighy,JackDavenport,KevinMcNally,JonathanPryce,LeeArenberg,MackenzieCrook,TomHollander,NaomieHarris,DavidBailie,MartinKlebba,DavidSchofield,AlexNorton,DermotKeaney,AndyBeckwith,CliveAshborn,ReggieLee,ChristopherAdamson,JonathanLinsley,JohnBoswall,MaxBaker,SteveSpeirs,LaurenMaher,VanessaBranch,LukedeWoolfson,JonathanKite,Ho-KwanTse,PeterDonaldBadalamentiII,ChristopherS.Capp,DonaldDowd,BarryMcEvoy,ClaudiaAdams,FilipCvijetic,MichaelEnright,GeoffreyRush",GoreVerbinski,"판타지,액션",7.4,83%,2006,https://images.justwatch.com/poster/183514936/s592,2시간31분,잭 스패로우는 블랙펄을 되찾아 포트 로열을 떠났지만 그를 기다리는 것은 수평선만이 아니었다. 유령선 플라잉 더치맨의 선장 데이비 존스는 잭이 자신에게 피로 진 빚이 있다면서 빚을 갚거나 영혼을 내놓으라고 요구한다. 불행 중 다행한 것은 잭에게 피의 빚 외에도 중매의 은총이 있었다는 것. 결혼을 앞둔 윌 터너와 엘리자베스 스완은 만사를 제쳐두고 옛 친구를 도우러 온다. 잭을 구할 수 있는 단 한 가지 방법은 세상 끝에 있다는 망자의 함을 찾는 것 뿐인데...,캐리비안의 해적: 망자의 함
