actors,director,genre,imdb_rating,just_rating,opening_date,runtime,synopsis,title_kor
"NinaSimone,LisaSimone,DickGregory,StanleyCrouch,ElisabethHenry-Macari,IlyasahShabazz",LizGarbus,"음악,다큐멘터리",7.6 (13k),82%,2015,1시간42분,"전설적인 가수이자 운동가였던 니나 시몬을 다룬 다큐멘터리. 비공개 음원, 진귀한 기록물, 히트곡 등이 포함되어 있다.",니나 시몬 : 영혼의 노래
"ShuQi,ChangChen,NikkiHsieh,SheuFang-Yi,EthanJuan,TetsuyaKomuro,XuFan,ZuoXiaoqing,SatoshiTsumabuki,NiDahong,ShihChun,ZhouYun,MeiFang,JacquesPicoux,YongMei,ZhenYuLei",HouHsiao-hsien,"드라마,역사,액션",6.3 (16k),70%,2015,1시간45분,"9세기 초 당나라. 고위 관료의 딸로 태어났지만, 정혼자와의 이별 후 부패한 관리를 살해하는 암살자로 키워진 섭은낭(서기). 어느 날, 스승으로 부터 위박 지역의 절도사이자 자신이 과거 사랑했던 전계안(장첸)을 암살하라는 명을 받게 된다. 13년 전 그들은 결혼을 약속했던 사이였다. 섭은낭은 부모, 과거, 그리고 오랫동안 억눌러 왔던 감정과 맞서게 된다. 사랑하는 남자를 암살하거나, 혹은 명령을 어기고 암살자로서의 삶을 영원히 끝내야 하는 일생일대의 선택의 기로 앞에서 은낭은 흔들리게 되는데...",자객 섭은낭
"TaissaFarmiga,BenRosenfield,LindsayBurdge,JoshuaLeonard,JenniferLafleur,PeterVack,DanaWheeler-Nicholson,JasonNewman",HannahFidell,"드라마,로맨스",5.6 (12k),61%,2015,1시간24분,6년을 함께 한 열정적인 커플에게 대학 졸업을 앞두고 예상치 못한 취업 기회가 생기면서 이들의 미래는 불투명해지기 시작한다.,6년의 사랑
"VivianSung,DarrenWang,DinoLee,DewiChien,AndyLau,JoeChen,JerryYan,BerryWen-iKuo,Yi-ChenTsai,AlinaCheng,IanChen,Li-TungChang,KristyChaRayChu,Hsin-LingChung,Chieh-HuiHsu,Wei-hsunNa,ChuChung-Heng,LeeShaoXiang,He-HsuanLin,Chih-TianShih,ZhangHang",FrankieChen,"로맨스,코미디",7.4 (5k),81%,2015,2시간14분,"돌아가고 싶은 리즈시절(?) 숨기고 싶은 흑역사(!) 1994년 대책 없이 용감했던 고딩시절, 유덕화 마누라가 꿈인 평범한 소녀 ‘린전신’과 학교를 주름잡는 비범한 소년 ‘쉬타이위’의 첫사랑 밀어주기 작전",나의 소녀시대
"JasonStatham,MichaelAngarano,DominikGarcia,MiloVentimiglia,HopeDavis,MaxCasella,StanleyTucci,SofíaVergara,JasonAlexander,AnneHeche,ChrisBrowning,MatthewWillig,FrançoisVincentelli,DaveniaMcFadden,MichaelPapajohn,JeanClaudeLeuyer,GreiceSanto,FreddiePoole,NickEpper,LaraGrice,D'ArcyAllen,ShannaForrestall,LeePerkins,AngelaKerecz,KyleClements,AllisonWirges,BillyTilk,PeteAntico,J.TravisMerendino,ClaytonJ.Barber,DianaDurango",SimonWest,"스릴러,액션,범죄,드라마",5.6 (54k),64%,2015,1시간32분,"라스베거스의 비밀 경호원 닉은 카드 한 장만으로도 상대방에게 치명타를 입히는 일명 인간 무기이다. 은퇴 후 외국 땅으로 떠나 편히 살기 위한 계획을 향해 점점 더 가까워지고 있는 찰나, 갑자기 나타난 옛 연인 홀리의 부탁으로 그녀의 복수를 대신하게 된다. 하지만 알고 보니 상대는 악명 높은 라스베가스의 특급 골칫덩어리! 닉은 마지막으로 자신의 전 재산을 건 최후의 도박을 벌이는데...",와일드 카드
"AdamSandler,TaylorLautner,SteveBuscemi,SteveZahn,DavidSpade,NickNolte,JohnTurturro,ChrisParnell,TerryCrews,LukeWilson,DannyTrejo,HarveyKeitel,RobSchneider,WillForte,JorgeGarcia,NickSwardson,NormMacdonald,WhitneyCummings,JaredSandler,JonLovitz,JohnFarley,LavellCrawford,BlakeClark,BlakeShelton,VanillaIce,JuliaJones,DanPatrick,SarahMinnich,SaginawGrant,KatalinaParrish,AlexKnight,KevinGrady,CatharineE.Jones,DavidManzanares,HenrySteckman,KimoKeoke,RubenRiveraLaguna,RicardoAndres,RichardBeal,PaulCaster,JettoDorsainville,MadisonFogle,CorinneFox,ChristopherW.Garcia,AlanHumphrey,RodgerLarance,JamesonMacmillan,MeggieMaddock,NatashaNazario,ClintObenchain,MartinPalmer,BurtonRitchie,GonzaloRobles,J.NathanSimmons,MichaelE.Stogner,DanaGoodman,JackieSandler,ChrisKattan,JuliaVera,ChrisTitone,TimHerlihy,SadieSandler,SunnySandler,KennethRuthardt,J.D.Donaruma,JonathanLoughran,DanBulla,MarkWallace,RyanHappy,DerekLacasa,TinaParker,StephenEiland,LaurenPoole,PatrickGozur,FernandoFresquez,RobinLeach",FrankCoraci,"코미디,서부,액션",4.8 (47k),58%,2015,1시간59분,"어린시절 인디언의 손에 길러진 토미(아담 샌들러)에게 어느날 잃어버린 아버지 프랭크(닉 놀테)가 찾아온다. 자신의 과오를 뉘우친다는 그는 토미에게 5만 불을 숨겨놓은 곳을 알려주지만 다음날 서부의 악당 시세로(대니 트레조) 일당이 나타나 프랭크에게 5만 불을 내놓으라며 그를 납치해간다. 5만 불을 찾아 아버지를 구하려는 토미, 하지만 돈의 위치는 찾을 수가 없다.  처음으로 만난 생부의 목숨이 위태로운 상황. '화이트 나이프'라 불리며 인디언 최고의 용사로 불리는 토미는 아버지를 구하기 위해 시세로 일당을 찾아나서는데...",리디큘러스 6
"TomWu,LorenzoRichelmy,OliviaCheng,ClaudiaKim,MasayoshiHaneda",AlikSakharov,"드라마,액션,역사",7.8 (10k),82%,2015,28min,"한 반항적인 승병이 사슬에 묶여 쿠빌라이 칸의 궁궐에 끌려온다. 머지않아 ""백안""으로 불리우게 되는 이 승병과 쿠빌라이 칸의 만남을 그린 30분짜리 과거편 특집",마르코 폴로: 백안
"PierfrancescoFavino,ClaudioAmendola,AlessandroBorghi,ElioGermano,GretaScarano,GiuliaElettraGorietti,AdamoDionisi,GiacomoFerrara,AntonelloFassari,Jean-HuguesAnglade,NazzarenoBomba,MarcoZangardi,AndreaPennacchi,PascalZullino,DavideIacopini,LidiaVitale,PaoloMariaScalondro,SimoneLiberati,FrancescoSechi,AlessandroBernardini,AhmedHafiene,GiuliaMariaFiume,PaoloAntonini,MicheleBevilacqua,MassimoSantangelo,AlbertoTestone",StefanoSollima,"스릴러,MadeinEurope,범죄,드라마",7.4 (19k),80%,2015,2시간10분,"2011년 11월, 혼돈의 이탈리아. 국회는 최악의 경제난에도 수부라 유흥 지구의 재개발법을 밀어붙이고, 여당의 정치인은 성매매 도중 어린 매춘부가 현장에서 마약쇼크로 죽는 사고가 발생한다. 하지만 사체 유기에 가담한 마피아는 오히려 정치인을 협박해 재개발 사업의 이권을 요구하고 나선다. 그리고 마침내 수부라 지역을 둘러싸고 정치권, 종교계, 마피아간의 거대한 음모가 하나 둘씩 드러나며 걷잡을 수 없는 범죄 전쟁이 시작되는데....",수부라 게이트
"JungWoo,HanHyo-joo,KimYoon-seok,KimHee-ae,JinGoo,JangHyun-sung,KangHa-neul,JoBok-rae,KwonHae-hyo,LeeMi-so,LeeDae-yeon,AhnJae-hong,ParkSo-dam,LeeJi-hun,KiDo-hun,LeeYong-yi",KimHyun-suk,"로맨스,드라마,음악",6.2,72%,2015,2시간0분,"한국 포크 음악계의 전설이 된 ‘트윈폴리오’에 제 3의 멤버가 있었다?!  한국 음악계에 포크 열풍을 일으킨 조영남, 이장희, 윤형주, 송창식 등을 배출한 음악감상실 ‘쎄시봉’, 젊음의 거리 무교동 최고의 핫플레이스였던 그곳에서 ‘마성의 미성’ 윤형주와 ‘타고난 음악천재’ 송창식이 평생의 라이벌로 처음 만나게 된다. ‘쎄시봉’ 사장은 이들의 가수 데뷔를 위해 트리오 팀 구성을 제안하고, 자칭 ‘쎄시봉’의 전속 프로듀서 이장희는 우연히 오근태의 중저음 목소리를 듣고 그가 두 사람의 빈틈을 채워줄 ‘숨은 원석’임을 직감한다. 기타 코드조차 제대로 잡지 못하는 ‘통영촌놈’ 오근태는 이장희의 꼬임에 얼떨결에 ‘트리오 쎄시봉’의 멤버로 합류하게 되고 그 시절, 모든 남자들의 마음을 사로잡은 ‘쎄시봉’의 뮤즈 민자영에게 첫눈에 반해 그녀를 위해 노래를 부르기로 결심하는데....  그 시절, 젊음의 거리 무교동을 주름잡던 음악감상실 ‘쎄시봉’`  모두의 마음을 사로잡은 단 한명의 뮤즈 그리고 잊지 못할 가슴 시린 첫사랑의 기억...",쎄시봉
"MarcoRicca,AndréaBeltrão,PauloBetti,GabrielBragaNunes,LeandraLeal,LetíciaSabatella,ZezéPolessa,ElianeGiardini,LuizAntonioPilar,WalmorChagas,JoséLewgoy,RicardoBlat,MarcosOliveira,AlexandreRegis,TiãoRibasD'Avila,GuilhermeFontes,StefanWohl,CláudiaVentura,LutzDobbertin,GustavoPereira,JoséD'ArtagnanJúnior,PalomaRiani,RenataDutra,CharlesParaventi,DavidHerman,MariahdaPenha,LilianaCastro,HélioBehring,AlvaroFreire,RobertoLobo,BrenoMoroni,JeanPaul,RicardoConti,DiogoCosta,AdrianaQuadros,DanielNeves,PatriciaLevy,GuilhermeMartins,ArietaCorrêa,TatianaMonteiro,MarianaSantos,JustynJones",GuilhermeFontes,"드라마,코미디",5.4,56%,2015,1시간40분,"언론 재벌 아시스 샤토브리앙의 삶을 낭만적으로 그린 이 작품에서 그는 TV 중계된 재판의 스타로 묘사되고, 그의 열정과 업적이 심판대에 오른다.","샤토, 브라질의 왕"
"TomKenny,BillFagerbakke,RodgerBumpass,ClancyBrown,CarolynLawrence,AntonioBanderas,EricBauza,TimConway,EddieDeezen,RobPaulsen,KevinMichaelRichardson,AprilStewart,CreeSummer,BillyWest,CarlosAlazraqui,NolanNorth,PaulTibbitt,JillTalley,DeeBradleyBaker,SirenaIrwin,MaryJoCatlett,MarkFite,ThomasF.Wilson,RikiLindhome,KateMicucci,MattBerry,EzraJamesColbert,LillianEllenJones,BrodyRose,NoahLomax,JesicaAhlberg,NinaRepeta,CorinneEngstrom,ChipLane,BrickJackson,KellerMoore,BaileyCampbell,HenryDavisMorales,NicoletteNoble,KariKlinkenborg,LisaDatz,DaneNorthcutt,MeredithJackson,EllaAdeleBurns,MikeBenitez,KronMoore,EamonSheehan,MatteoSpearsSatriano,JohnBrown,DavidDickson,AshleyNicoleHudson,AmyLynnTuttle,MarianGreen,JakeKilfoyle,DeanNeistat,AshleySiloac,LloydAhlquist,PeterShukoff,StephenHillenburg,LoriAlan,Mr.Lawrence,JacobHopkins,CarsonGay,RobertClarenceIrwin,CasparLee",PaulTibbitt,"판타지,액션,애니메이션,코미디,가족",6.0 (53k),69%,2015,1시간32분,"비키니 시티의 최고 메뉴 ‘게살 버거’의 특급 레시피가 사라졌다! 레시피를 되찾기 위해 최초로 육.지.상.륙!  비키니 시티의 최고 인기 메뉴 ‘게살 버거’. 어느 날, ‘게살 버거’의 특급 레시피가 사라지자 비키니 시티는 혼란에 빠지게 된다. 스폰지밥과 친구들은 해적 ‘버거수염’에게 특급 레시피가 있다는 사실을 알게 되고 레시피를 되찾기 위해 인간 세상으로 모험을 떠나게 되는데…  마법의 주문으로 거대하고 생생해진 슈퍼 히어로 스폰지밥! 상상 그 이상의 웃음이 넘치는 인간 세상 모험에 흡수된다!",스폰지밥 3D
"AbrahamAttah,IdrisElba,EmmanuelNiiAdomQuaye,OpeyemiFagbohungbe,EmmanuelAffadzi,RichardPepple,AmaK.Abebrese,KobinaAmissah-Sam,JohnArthur,KurtEgyiawan,JudeAkuwudike,RickyAdelayitor,ErnestAbbeyquaye,NanaMensah,AndrewAdote,FrancisWeddey,FredNiiAmugi,GraceNortey,EmmaryBrown,NataliahAndoh,DavidDontoh",CaryJojiFukunaga,"전쟁,드라마",7.7 (79k),83%,2015,2시간17분,서아프리카의 한 국가에서 발생한 내전도중 정부군에 의해서 가족을 잃은 10대소년 `아구`는 반란군에 끌려가 소년병으로 훈련 받게 된다. 반군과 함께 생활하면서 천진난만했던 어린 아이의 모습을 벗어나  병사가 된'아구'의  눈에 비친 전쟁의 참혹한 실상을 그린 이야기.,비스트 오브 노 네이션
"PiliGroyne,BenoîtPoelvoorde,YolandeMoreau,CatherineDeneuve,FrançoisDamiens,SergeLarivière,DidierDeNeck,LauraVerlinden,RomainGelin,MarcoLorenzini,JohanHeldenbergh,AnnaTenta,DavidMurgia,GaspardPauwels,BilalAya,JohanLeysen,DominiqueAbel,LolaPauwels,SandrineLaroche,LouisDurant,JeanLucPiraux,Anne-PascaleClairembourg,AlicevanDormael,CarolineLambert,JérômeVaranfrain,AïssatouDiop,ArmandVanDormael,VivianedeMuynck,PascalDuquenne,HervéSogne,KodyKim,BesnikLimani,Michèle-AnneDeMey,Jean-FrançoisWolff,NorbertRutili,LucSchiltz,HarryCleven,Jean-HenriCompère,TomAudenaert,GeorgeNixon,IvoneSemedo,ChristianMagnani,TomCanivet,ClaraGunzig,AgathaEleanorMasson,NoraYoung,Anne-MarieLoop,FabienZeimes,GabrielBoisante,CharlieDegotte,ThérèseKobankaya,ElisaEchevariaMenendez,DiegoDalmans,HannahGunzig,EiaëlLefranqBinon,NoraAlberdiPerez,KikoMirales,TanguyDeBacker,ElsaHouben,JulienJakout,CyrilPerrin,JacoVanDormael",JacoVanDormael,"판타지,MadeinEurope,코미디",7.1 (31k),75%,2015,1시간45분,"유럽 브뤼셀의 수상한 아파트, 그곳에는 못된 심보의 괴짜 신이 살고 있다. 어엿한 가정까지 꾸리고 있지만 인간을 골탕 먹이기 좋아하고, 아내와 자식들에겐 소리 지르기 일쑤,‘진상’ 그 자체가 바로 ‘신’이다! 심술궂은 아빠‘신’의 행동에 반발한 사춘기 딸 ‘에아’는 아빠의 컴퓨터를 해킹해 지상에 있는 모든 사람들에게 죽는 날짜를 문자로 전송하고, 세상은 일대 혼란에 빠진다. 세상을 구원할 방법은 오로지 신약성서를 다시 쓰는 것뿐! 에아는 새로운 신약성서에 담을 6명의 사도를 찾아 나서는데…",이웃집에 신이 산다
"HarumaMiura,KikoMizuhara,KanataHongo,HirokiHasegawa,NanamiSakuraba,SatomiIshihara,JunKunimura,RinaTakeda,TakahiroMiura,AyameMisaki,PierreTaki,ShuWatanabe,SatoruMatsuo",ShinjiHiguchi,"SF,판타지,공포,스릴러,드라마,액션",4.8 (5k),61%,2015,1시간27분,"거인들의 무차별 살상, 희망이 사라진 세계!  세계의 멸망을 부르는 것은 거인인가? 인간인가!  정체를 알 수 없는 거인의 숨겨진 비밀이 드러나고,  인류멸망에 맞선 최후의 사투가 시작된다!",진격의 거인 파트2
"AmyPoehler,TinaFey,MayaRudolph,DianneWiest,JohnLeguizamo,IkeBarinholtz,JamesBrolin,JohnCena,BobbyMoynihan,GretaLee,MadisonDavenport,RachelDratch,SantinoFontana,BrittLower,SamanthaBee,MattOberg,KateMcKinnon,JonGlaser,RenéeEliseGoldsberry,ColleenWerthmann,BenSinclair,LisaAltomare,ChrisParnell,PaulaPell,TomMorrissey,DanielBreaker,DanByrd,DarrenLee,EmilyTarver,JohnLutz,SueGalloway,JenniferSimard,Briand'ArcyJames,JackieTohn,AnnHarada,HeatherMatarazzo,AdrianMartinez,MichelleLawler,ScottDrummond,OliveHui,CrystalChau,VeraLam,HyeJinJang,MegCarriero,FarrahKrenek,AixaKendrick,KatrinaYaukey,OnikaDay,RoxyTarr,SaraMeyer,KennyBermudez,JordanWashington,JordanRafko,KennaMorrisGarcia,AlexandraLicitra,AdamInsogna,JimNg,ChristaBethCampbell,AngelaCohen,KelseyO'Brien,KaraRosella,AprilSzykeruk,BillWalters,JamesZeiss",JasonMoore,"코미디,MadeinEurope",6.0 (65k),67%,2015,1시간58분,오랫동안 떨어져 지낸 제인(티나 페이)과 모라(에이미 포엘러)의 부모는 본가를 팔기 전 두 자매를 집으로 불러들인다. 제인과 모라는 본가에서의 마지막 파티를 계획하고 고등학교 친구들을 초대한다.,시스터즈
"UhmJung-hwa,SongSeung-heon,KimSang-ho,RaMi-ran,SeoShin-ae,LeeJoon-hyuk,KimByung-chul,LeeYong-nyeo,ChoiIl-hwa,UmChae-young,BaeGang-Yoo,LeeDa-hae,JungJi-yoon",KangHyo-jin,"코미디,드라마,판타지",7.1,78%,2015,2시간5분,"승소율 100% 잘 나가는 싱글 변호사 이연우. 뉴욕 본사 발령을 앞두고, 연우는 갑작스러운 교통사고를 당한다. 생사의 위기에 놓인 연우 앞에 나타난 수상한 남자 이소장, 그는 한 달간 다른 사람의 인생을 살면 다시 원래의 삶으로 돌려 보내주겠다고 제안한다. 하지만 제안을 수락한 그녀에게 찾아온 건 지나치게 자상한 남편과 애 둘 딸린 아줌마의 전쟁 같은 일상! 연우는 청천벽력 같은 인생반전으로 패닉에 빠지고, 남편 성환과 아이들은 영문도 모른 채 변해버린 아내, 엄마로 인해 당황하기 시작하는데…",미쓰 와이프
"BryanCranston,DianeLane,HelenMirren,ElleFanning,LouisC.K.,JohnGoodman,MichaelStuhlbarg,DavidJamesElliott,RogerBart,MarkHarelik,JohnGetz,AlanTudyk,JamesDuMont,RichardPortnow,AdewaleAkinnuoye-Agbaje,StephenRoot,MattieLiptak,DeanO'Gorman,GarrettHines,ChristianBerkel,DanBakkedahl,TobyNichols,DaltonTrumbo,LauraFlannery,MadisonWolfe,JohnnySneed,RioHackford,DaneRhodes,PeterMacKenzie,JohnNeisler,SeanBridgers,MeghanWolfe,BeccaNicolePreston,MarkHarelik,JaclynBethany,SuzanneLaChasse,RhondaLaizer,JesseLaskyJr.,CynthiaLeBlanc,JosephMcCarthy,RichardNixon,VeronicaParks,RonaldReagan,JuliusRosenberg,EthelRosenberg,AnneSpeed,JosephStalin",JayRoach,"드라마,범죄",7.5 (80k),80%,2015,2시간4분,"할리우드의 황금기였던 1943년, 최고의 몸값을 자랑하던 천재 시나리오 작가 ‘달튼 트럼보(브라이언 크랜스톤)’는 정치 스캔들에 휘말려 블랙리스트에 오르게 된다. 한 순간에 명예와 부 모든 것을 잃게 된 트럼보는 가족을 지키고 계속 글을 쓰기 위해 가짜 필명으로 활동을 시작하는데…",트럼보
"HenryRollins,BoobooStewart,KateGreenhouse,JordanTodosey,DavidRichmond-Peck,JamesCade,DonFrancks,StevenOgg,DanPetronijevic,MichaelCram,ChantalCraig,ScottEdgecombe,RobertThomas,EliasEdraki,TamaraAlmeida,WalterAlza,ScottyCook,KarlCampbell,BlairJohannes,AronTager,CraigBurnatowski,DannyLima,DomenicoFiore,ElleyRay,NualaFitzgerald,JerryA.Ziler,MaryElainaBrisebois,AlanC.Peterson,DominicLongo,DonGough,JustinBigelli,XavierdeGuzman,AustinMacdonald,AnthonyGerbrandt",JasonKrawczyk,"판타지,공포,스릴러,코미디,드라마",6.4 (19k),69%,2015,1시간39분,"매주 제레미(부부 스튜어트)으로 부터 불법으로 혈액을 구매하는 잭(헨리 롤린스)에게 어느날 그의 딸 안드레아(조던 토도지)가 찾아온다. 잭의 집에서 이틀만 머물기로 한 그녀와 생활하던 잭에게 제레미를 찾는 건달들이 나타나면서 잭의 일상에 큰 변화가 찾아온다.  매일 집-식당-빙고게임장 만 다람쥐 챗바퀴처럼 멤돌던 잭에게 나타난 변화. 그즈음 잭의 곁에 나타난 의문의 사내. 남들의 눈에는 보이지 않는 사내의 등장은 잭을 더욱 불안하게 만들고, 그 사내가 안드레아의 눈에도 보인다는 걸 안 잭은 그녀를 자신의 곁에서 떼어놓기로 한다. 하지만 그녀가 건달들의 손에 납치됐단걸 안 잭. 건달들은 부둣가로 잭이 나타나지 않으면 그녀를 죽이겠다고 협박하는데...",히 네버 다이: 뱀파이어의 전설
"StefanieScott,LinShaye,DermotMulroney,LeighWhannell,AngusSampson,SteveCoulter,HayleyKiyoko,TomGallop,TateBerney,CorbettTuck,TomFitzpatrick,JerisPoindexter,EleKeats,JamesWan,JosephBishara,MichaelReidMacKay,PhyllisApplegate,PhilAbrams,ErinAnderson,AmarisDavidson,AshtonMoio,RubenGarfias,FawnIrish,TaylorJohnSmith,AdrianSparks,JacobCrawford,GarrettRyan,AnnaRoss",LeighWhannell,"공포,스릴러",6.1 (101k),70%,2015,1시간37분,"죽은 엄마를 그리워하던 소녀 ‘퀸’은 특별한 능력을 감춘 채 살아가는 영매사 ‘앨리스’를 찾아가 엄마를 불러내는 의식을 부탁한다. 그 후 ‘퀸’은 알 수 없는 존재들로부터 쫓기게 되고, 급기야 설명할 수 없는 기이한 행동까지 보이며 목숨을 위협받는다. ‘퀸’으로부터 인간이 아닌 또 다른 존재를 느낀 ‘앨리스’는 삶과 죽음의 경계인 ‘먼 그곳(the further)’으로 가 공포의 정체를 밝히려 하는데…  인시디어스, 최강 공포 시리즈의 시작과 끝을 확인하라!",인시디어스 3
"GoAh-sung,ParkSung-woong,BaeSung-woo,KimEui-sung,RyuHyun-kyung,LeeChae-eun,SonSoo-hyun,ParkJeong-min,OhDae-hwan,KiJoo-bong,JeonKwang-jin",HongWon-chan,"스릴러,공포",6.0 (2k),68%,2015,1시간50분,"어느 날 한 가족의 가장이자 착실한 회사원인 김병국 과장이 일가족을 살해하고 사라졌다. 이에 형사 종훈은 그의 회사 동료들을 상대로 수사를 시작하지만 모두들 말을 아끼고, 특히 김과장과 사이가 좋았다는 이미례 인턴은 무언가를 숨기고 있는 눈치다. 게다가 종훈은 김과장이 사건 직후 회사에 들어온 CCTV 화면을 확보하지만, 그가 회사를 떠난 화면은 어디에도 없어 사건은 미궁으로 빠진다. 한편, 김과장이 아직 잡히지 않았다는 사실에 동료들은 불안에 떠는 가운데, 이들에게 의문의 사건들이 계속 일어나는데…",오피스
"MaeWhitman,RobbieAmell,BellaThorne,SkylerSamuels,BiancaA.Santos,RomanyMalco,KenJeong,ChrisWylde,AllisonJanney,SethMeriwether,RebeccaWeil,BrianDewarMcNamara,BenjaminDavis,Lai-LingBernstein,NickEversman,ErickChavarria,DemetriusBridges",AriSandel,"로맨스,코미디",6.5 (91k),74%,2015,1시간41분,언제나 당당하고 거칠 것 없던 비앙카(메이 휘트먼 분)는 학교 홈커밍 행사를 한 달 앞두고  친구 웨슬리에게서 자기가 인기 많은 절친들의 들러리인 ‘더프’라는 말을 듣고 충격에 빠진다.  더프(The Duff)는 못생기고 뚱뚱한 들러리란 뜻.  처음엔 부인하다가 차츰 현실을 깨닫고 억울함과 분노에 빠져든 비앙카. 절친 제스와 케이시에게까지 절교 선언을 하고 스스로 왕따가 되어 지내다 더프를 벗어나기 위해 웨슬리(로빈 아멜 분)에게 도움을 요청한다. 성적을 올리지 못 하면 축구팀에서 퇴출될 처지인 웨슬리는 비앙카가 시험을 통과하게 해 주겠다는 제안에 비앙카가 더프에서 벗어나 짝사랑하는 토비와의 데이트에 성공할 수 있도록 돕기로 한다. 하지만 웨슬리의 전 여친이자 교내에서 퀸카로 군림하는 재수쟁이 매디슨이 비앙카의 동영상을 SNS에 악의적으로 올리는 바람에 비앙카는 전교생에게까지 왕따를 당하는 끔찍한 상황에 처하는데…,퀸카가 아니어도 좋아
"TomHanks,SaritaChoudhury,SidseBabettKnudsen,BenWhishaw,TomSkerritt,TraceyFairaway,DavidMenkin,AlexanderBlack,JanePerry,AmiraElSayed,ChristyMeyer,KhalidLaith,JonDonahue,MichaelBaral,LewisRainer,MeganMaczko,EricMeyers,WaleedElgadi,ZaydunKhalaf,JayAbdo,AtheerAdel,DhafferL'Abidine",TomTykwer,"코미디,드라마,로맨스,MadeinEurope",6.1 (43k),66%,2015,1시간37분,"한 때는 잘나가던 사업가 였지만, 지금은 그냥 ‘이혼한 빚 많은 세일즈맨’이 되어버린 ‘앨런 클레이’(톰 행크스). 지칠대로 지친 그에게 사우디아라비의 왕족에게 회사의 신기술을 팔고 오라는 명령이 떨어진다. 태어나서 단 한번도 가보지 않은 낯선 땅에 선 ‘앨런’은 정작 국왕의 그림자 조차도 못보고 뜻밖의 인연과 예상 밖의 일들만 겪지만, 자신의 인생 2막이 시작되고 있음을 점차 알게 되는데...",홀로그램 포 더 킹
"LeeMin-ho ,KimRae-won,JungJin-young,KimJi-soo,KimSeol-hyun,YooSeung-mok,HanJae-young,LeeYeon-doo,JungHo-bin,UhmHyo-seop,KimYoo-yeon,JeonBae-soo,JangSo-yeon,KimWon-Jin,KimNina,KimJi-eun",YooHa,"스릴러,액션,범죄,드라마",6.3 (1k),73%,2015,2시간15분,"호적도 제대로 없는 고아로, 넝마주이 생활을 하며 친형제처럼 살던 종대와 용기. 유일한 안식처였던 무허가촌의 작은 판자집마저 빼앗기게 된 두 사람은 건달들이 개입된  전당대회 훼방 작전에 얽히게 되고 그 곳에서 서로를 잃어버린다.  3년 후, 자신을 가족으로 받아 준 조직 두목 출신 길수의 바람과 달리, 잘 살고 싶다는 꿈 하나로 건달 생활을 하게 되는 종대. 정보와 권력의 수뇌부에 닿아있는 복부인 민마담과 함께 강남 개발의 이권다툼에 뛰어든 종대는 명동파의 중간보스가 된 용기와 재회하고, 두 사람은 정치권까지 개입된 의리와 음모, 배신의 전쟁터. 그 한 가운데에 놓이게 되는데…",강남 1970
"SharltoCopley,DevPatel,HughJackman,Ninja,YolandiVisser,SigourneyWeaver,ChrisShields,AndersonCooper,JosePabloCantillo,BrandonAuret,JohnnySelema,MauriceCarpede,JasonCope,KevinOtto,BillMarchant,RobertHobbs,EugeneKhumbanyiwa,MarkK.Xulu,SherldonMarema,ShaheedHajee,JamesHendricks,JulianBrits,DavidDavadoss,AnneliMuller,KendalWatt,ChanMarti,VuyelwaBooi,MikeBlomkamp,AnthonyBishop,PaulDobson,MaxPoolman,AlistairProdgers,WandileMolebatsi,ArranHenn,ThamiNgubeni,JamesBitonti,AndeaVolschenk,HeinDeVries,DanHirst,PaulHampshire,GraemeDuffy,MirandaFrigon,EdwinGagiano,SeanO.Roberts",NeillBlomkamp,"SF,범죄,드라마,스릴러,액션",6.8 (245k),77%,2015,2시간0분,"2016년, 매일 300건의 범죄가 폭주하는 요하네스버그. 도시의 치안을 책임지는 세계 최초의 로봇 경찰 ‘스카우트’ 군단을 설계한 로봇 개발자 ‘디온(데브 파텔)’은 폐기된 스카우트 22호에 고도의 인공지능을 탑재하여 스스로 생각하고 느낄 수 있는 성장하는 로봇 ‘채피’를 탄생시킨다.  한편, 진화하는 로봇에 맞서 인간의 힘으로 로봇을 통제하고 싶은 무기 개발자 ‘빈센트 (휴 잭맨)’는 눈엣가시 ‘채피’를 제거하기 위한 음모를 꾸미게 되고, 예상을 뛰어넘는 속도로 성장하던 ‘채피’는 어느새 인류를 위협하는 대상으로 몰리게 되는데… 생존을 꿈꾸는 로봇 ‘채피’와 로봇을 통제하려는 ‘인간’의 대결이 시작된다!",채피
"TildaSwinton,MatthiasSchoenaerts,RalphFiennes,DakotaJohnson,AuroreClément,CorradoGuzzanti,LilyMcMenamy,ElenaBucci,VitoRodo,LivioFrancoBlandino,SalvatoreGabriele,DavidMaddalena,TomStickley",LucaGuadagnino,"범죄,스릴러,MadeinEurope,드라마,음악",6.4 (29k),70%,2015,2시간4분,"세계적으로 유명한 인기 가수 마리안은 남자친구 폴과 함께 이탈리아의 어느 작은 섬에서 평화로운 한때를 보내고 있다. 그런데 얼마 지나지 않아 두 사람만의 시간은 깨지고 만다. 오랜 친구인 해리가 자신의 매력적인 딸 페넬로페와 함께 두 사람을 불쑥 찾아왔기 때문이다. 이들은 가까운 것 같지만 때로는 매우 불편한 사이처럼 보인다. 시간이 지날수록 마리안과 해리의 과거가  부상함에 따라 그들의 관계는 질투, 욕망 그리고 위험의 수렁으로 변하게 되는데...",비거 스플래쉬
